ID,Label_idx,Cellline,in_trainset,Label,Nucleoplasm,Nuclear Membrane,Nucleoli,Nucleoli Fibrillar Center,Nuclear Speckles,Nuclear Bodies,Endoplasmic Reticulum,Golgi Apparatus,Intermediate Filaments,Actin Filaments,Microtubules,Mitotic Spindle,Centrosome,Plasma Membrane,Mitochondria,Aggresome,Cytosol,Vesicles,Negative,ImageWidth,Cell Counts,idx,fold
921_B10_4,Nuclear bodies,A-431,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,11,11,0
923_B10_1,Nuclear bodies,U-251 MG,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,22,22,0
931_B10_1,Nuclear bodies,U-2 OS,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
931_B10_2,Nuclear bodies,U-2 OS,FALSE,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
210_B7_2,Plasma membrane,A-431,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,8,8,0
211_B7_1,Centriolar satellite,U-2 OS,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1728,9,9,0
211_B7_2,Centriolar satellite,U-2 OS,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1728,8,8,0
973_C9_1,No staining,A-431,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,11,11,0
973_C9_2,No staining,A-431,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2048,11,11,0
923_F10_1,Vesicles,U-251 MG,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,20,20,0
923_F10_2,Vesicles,U-251 MG,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,22,22,0
1669_E9_1,Vesicles,SH-SY5Y,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,28,28,0
1669_E9_2,Vesicles,SH-SY5Y,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,29,29,0
921_C11_1,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
921_C11_2,Cytosol,A-431,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,15,15,0
1161_F2_1,Nucleoplasm,RH-30,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,18,18,0
1161_F2_2,Nucleoplasm,RH-30,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
210_H1_1,No staining,A-431,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,10,10,0
210_H1_2,No staining,A-431,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,8,8,0
211_H1_1,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,7,7,0
211_H1_2,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,11,11,0
1001_G9_1,Endoplasmic reticulum,U-2 OS,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
1001_G9_2,Endoplasmic reticulum,U-2 OS,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
992_G9_1,Endoplasmic reticulum,U-251 MG,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
992_G9_3,Endoplasmic reticulum,U-251 MG,FALSE,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
1020_A3_2,Cytosol,PC-3,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,21,21,0
1020_A3_3,Cytosol,PC-3,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,23,23,0
115_H4_1,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,7,7,0
115_H4_2,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,10,10,0
117_H4_3,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,8,8,0
117_H4_4,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,13,13,0
209_E5_1,Plasma membrane,U-251 MG,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,6,6,0
209_E5_2,Plasma membrane,U-251 MG,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,9,9,0
210_E5_1,Plasma membrane,A-431,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,6,6,0
210_E5_2,Plasma membrane,A-431,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,6,6,0
211_E5_1,Plasma membrane,U-2 OS,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,8,8,0
211_E5_2,Plasma membrane,U-2 OS,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1728,9,9,0
921_A12_1,Golgi apparatus,A-431,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,15,15,0
921_A12_2,Golgi apparatus,A-431,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
923_A12_1,Golgi apparatus,U-251 MG,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,19,19,0
923_A12_2,Golgi apparatus,U-251 MG,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
931_A12_1,Golgi apparatus,U-2 OS,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,13,13,0
931_A12_2,Golgi apparatus,U-2 OS,FALSE,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
111_E10_1,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,11,11,0
111_E10_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,12,12,0
159_E10_1,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,9,9,0
159_E10_2,Cytosol,U-251 MG,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,12,12,0
108_E1_1,No staining,A-431,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,12,12,0
108_E1_2,No staining,A-431,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,15,15,0
87_E1_10,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,8,8,0
87_E1_20,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,10,10,0
108_G1_1,Nuclear speckles,A-431,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,19,19,0
108_G1_2,Nuclear speckles,A-431,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,12,12,0
85_G1_1,Nuclear speckles,U-251 MG,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,9,9,0
85_G1_2,Nuclear speckles,U-251 MG,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,16,16,0
87_G1_1,Nuclear speckles,U-2 OS,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,11,11,0
87_G1_2,Nuclear speckles,U-2 OS,FALSE,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,12,12,0
108_B3_1,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,11,11,0
108_B3_2,Nucleoplasm,A-431,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,10,10,0
85_B3_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,14,14,0
85_B3_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
87_B3_1,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,9,9,0
87_B3_2,Nucleoplasm,U-2 OS,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,9,9,0
85_D2_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
85_D2_2,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,9,9,0
87_D2_1,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,11,11,0
87_D2_2,Cytosol,U-2 OS,FALSE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,14,14,0
1610_C1_1,Vesicles,RH-30,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,18,18,0
1610_C1_2,Vesicles,RH-30,FALSE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,16,16,0
47_B9_1,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,13,13,0
47_B9_2,Mitochondria,U-2 OS,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,10,10,0
48_B9_1,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,8,8,0
48_B9_2,Mitochondria,A-431,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,9,9,0
49_B9_1,Mitochondria,U-251 MG,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,11,11,0
49_B9_2,Mitochondria,U-251 MG,FALSE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,10,10,0
41_A12_1,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,5,5,0
41_A12_2,No staining,U-2 OS,FALSE,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1728,4,4,0
43_A12_1,Nucleoplasm,U-251 MG,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
