ID,Label,Nucleoplasm,Nuclear Membrane,Nucleoli,Nucleoli Fibrillar Center,Nuclear Speckles,Nuclear Bodies,Endoplasmic Reticulum,Golgi Apparatus,Intermediate Filaments,Actin Filaments,Microtubules,Mitotic Spindle,Centrosome,Plasma Membrane,Mitochondria,Aggresome,Cytosol,Vesicles,Negative,in_trainset,Cell Counts,ImageWidth,idx,fold
670096d6-bb99-11e8-b2b9-ac1f6b6435d0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,15.0,2048.0,15,0
68ad8444-bb99-11e8-b2b9-ac1f6b6435d0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,44.0,2048.0,44,0
6a70893e-bb99-11e8-b2b9-ac1f6b6435d0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,17.0,2048.0,17,0
6d856b08-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,43.0,3072.0,43,0
6afe63b2-bb99-11e8-b2b9-ac1f6b6435d0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,12.0,2048.0,12,0
7072246e-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,54.0,3072.0,54,0
6f2690b8-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,25.0,2048.0,25,0
739453ba-bb99-11e8-b2b9-ac1f6b6435d0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,40.0,3072.0,40,0
6f303dfc-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,13.0,3072.0,13,0
6fa7b67a-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,21.0,3072.0,21,0
6f38b45a-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,4.0,2048.0,4,0
71c6077c-bb99-11e8-b2b9-ac1f6b6435d0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,12.0,2048.0,12,0
744fabec-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,18.0,3072.0,18,0
7318293e-bb99-11e8-b2b9-ac1f6b6435d0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,25.0,2048.0,25,0
753ea04e-bb99-11e8-b2b9-ac1f6b6435d0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,18.0,2048.0,18,0
74f318f4-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,32.0,2048.0,32,0
781a9322-bb99-11e8-b2b9-ac1f6b6435d0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,15.0,2048.0,15,0
7945e594-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,7.0,2048.0,7,0
79fbbd42-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,14.0,2048.0,14,0
7ac2e9ee-bb99-11e8-b2b9-ac1f6b6435d0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,12.0,2048.0,12,0
7ac4f306-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,8.0,2048.0,8,0
7c261068-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,23.0,2048.0,23,0
7f634304-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,47.0,3072.0,47,0
7e093ad6-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,44.0,3072.0,44,0
7d24862a-bb99-11e8-b2b9-ac1f6b6435d0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,28.0,2048.0,28,0
7d37f5a2-bb99-11e8-b2b9-ac1f6b6435d0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,9.0,2048.0,9,0
7f836864-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,21.0,2048.0,21,0
82eda686-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,31.0,3072.0,31,0
82afcef6-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,28.0,3072.0,28,0
83079b9a-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,11.0,2048.0,11,0
83a65b72-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,17.0,2048.0,17,0
8662db24-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,45.0,2048.0,45,0
8793a49c-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,65.0,3072.0,65,0
857642c8-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,14.0,2048.0,14,0
88ba0fb4-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,22.0,2048.0,22,0
86f02178-bb99-11e8-b2b9-ac1f6b6435d0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,38.0,2048.0,38,0
88991c5a-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,21.0,3072.0,21,0
8888916e-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,25.0,2048.0,25,0
89fe0326-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,40.0,2048.0,40,0
89d1164a-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,42.0,2048.0,42,0
8cdd3b0c-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,29.0,3072.0,29,0
8e7c2d9c-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,25.0,3072.0,25,0
8fe7c7fe-bb99-11e8-b2b9-ac1f6b6435d0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,27.0,2048.0,27,0
9187255a-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,17.0,2048.0,17,0
955e5d1a-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,41.0,3072.0,41,0
976b0392-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,40.0,3072.0,40,0
96a8e73a-bb99-11e8-b2b9-ac1f6b6435d0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,25.0,2048.0,25,0
98c8e1b4-bb99-11e8-b2b9-ac1f6b6435d0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,12.0,2048.0,12,0
994b4a50-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,11.0,2048.0,11,0
9acc1788-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,17.0,2048.0,17,0
9df04740-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,34.0,2048.0,34,0
9df2132c-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,8.0,2048.0,8,0
a1ae8720-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,49.0,2048.0,49,0
a1d36702-bb99-11e8-b2b9-ac1f6b6435d0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,14.0,2048.0,14,0
a38d2f6a-bb99-11e8-b2b9-ac1f6b6435d0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,12.0,3072.0,12,0
a1ee43b0-bb99-11e8-b2b9-ac1f6b6435d0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,10.0,2048.0,10,0
a2c63252-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,17.0,2048.0,17,0
a34d8680-bb99-11e8-b2b9-ac1f6b6435d0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,18.0,2048.0,18,0
a2d86d46-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,16.0,2048.0,16,0
a234c006-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,18.0,2048.0,18,0
a4bd0f36-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,10.0,2048.0,10,0
a62e1342-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,19.0,2048.0,19,0
a7faf0b4-bb99-11e8-b2b9-ac1f6b6435d0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,10.0,3072.0,10,0
a78db2d8-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,11.0,2048.0,11,0
a914fc06-bb99-11e8-b2b9-ac1f6b6435d0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,20.0,2048.0,20,0
a8197264-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,17.0,2048.0,17,0
abf39cfc-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,27.0,3072.0,27,0
ae4f9190-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,42.0,3072.0,42,0
b07daa4c-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,49.0,3072.0,49,0
ae78eab8-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,5.0,2048.0,5,0
b1396638-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,15.0,2048.0,15,0
b2ba3fdc-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,12.0,3072.0,12,0
b15261ec-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,7.0,2048.0,7,0
b20395ac-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,34.0,2048.0,34,0
b9b8341a-bb99-11e8-b2b9-ac1f6b6435d0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,49.0,3072.0,49,0
b5089522-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,24.0,2048.0,24,0
b5f0f128-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,18.0,3072.0,18,0
b64bd070-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,41.0,2048.0,41,0
b914d2f2-bb99-11e8-b2b9-ac1f6b6435d0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,28.0,2048.0,28,0
be4177b2-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,46.0,3072.0,46,0
bdd8e2ce-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,21.0,3072.0,21,0
bdfa2920-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,11.0,2048.0,11,0
c117e160-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,25.0,2048.0,25,0
c209d204-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,58.0,2048.0,58,0
c614bc6a-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,22.0,3072.0,22,0
c3fae08a-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,12.0,2048.0,12,0
c84eb0a8-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,9.0,3072.0,9,0
c8f4ecf2-bb99-11e8-b2b9-ac1f6b6435d0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,32.0,2048.0,32,0
cab08d6c-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,35.0,3072.0,35,0
ca883cf4-bb99-11e8-b2b9-ac1f6b6435d0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,18.0,2048.0,18,0
cb4053f2-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,10.0,2048.0,10,0
cb3a0bc8-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,13.0,2048.0,13,0
ce1d3a68-bb99-11e8-b2b9-ac1f6b6435d0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,15.0,2048.0,15,0
d3421a18-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,76.0,3072.0,76,0
cfab190e-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,23.0,3072.0,23,0
d14e8bec-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,27.0,2048.0,27,0
d1ed9c78-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,41.0,2048.0,41,0
d51caf74-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,30.0,2048.0,30,0
d4ff2558-bb99-11e8-b2b9-ac1f6b6435d0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,9.0,2048.0,9,0
d5d26e54-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,22.0,2048.0,22,0
d61ed71c-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,41.0,2048.0,41,0
d905862e-bb99-11e8-b2b9-ac1f6b6435d0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,22.0,2048.0,22,0
dccab450-bb99-11e8-b2b9-ac1f6b6435d0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,53.0,3072.0,53,0
da067b82-bb99-11e8-b2b9-ac1f6b6435d0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,8.0,2048.0,8,0
da42ea86-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,6.0,3072.0,6,0
db06d1e4-bb99-11e8-b2b9-ac1f6b6435d0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,36.0,2048.0,36,0
db63ecf8-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,39.0,2048.0,39,0
e1c9c7b6-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,27.0,3072.0,27,0
e3195c44-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,10.0,2048.0,10,0
e3b203e0-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,13.0,2048.0,13,0
e4113bf8-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,16.0,3072.0,16,0
e9480ec6-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,14.0,2048.0,14,0
e8c546c6-bb99-11e8-b2b9-ac1f6b6435d0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,18.0,2048.0,18,0
ea973356-bb99-11e8-b2b9-ac1f6b6435d0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,16.0,2048.0,16,0
eb7caa62-bb99-11e8-b2b9-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,30.0,2048.0,30,0
ee9d9012-bb99-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,13.0,2048.0,13,0
f0ac7116-bb99-11e8-b2b9-ac1f6b6435d0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,46.0,2048.0,46,0
f086150c-bb99-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,36.0,3072.0,36,0
efc2b008-bb99-11e8-b2b9-ac1f6b6435d0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,15.0,2048.0,15,0
efe20480-bb99-11e8-b2b9-ac1f6b6435d0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,24.0,2048.0,24,0
f1e532e8-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,52.0,2048.0,52,0
f2b11656-bb99-11e8-b2b9-ac1f6b6435d0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,18.0,2048.0,18,0
f5c6397a-bb99-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,25.0,3072.0,25,0
f640b4d4-bb99-11e8-b2b9-ac1f6b6435d0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,66.0,2048.0,66,0
f93f0fa0-bb99-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,18.0,2048.0,18,0
fc85c906-bb99-11e8-b2b9-ac1f6b6435d0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,14.0,2048.0,14,0
fc4f243c-bb99-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,13.0,2048.0,13,0
ffe454e6-bb99-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,14.0,2048.0,14,0
01508fd4-bb9a-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,10.0,2048.0,10,0
03add00c-bb9a-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,17.0,2048.0,17,0
09c9ee58-bb9a-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,26.0,3072.0,26,0
0726b10e-bb9a-11e8-b2b9-ac1f6b6435d0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,17.0,2048.0,17,0
07997aa4-bb9a-11e8-b2b9-ac1f6b6435d0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,17.0,2048.0,17,0
07a134ce-bb9a-11e8-b2b9-ac1f6b6435d0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,66.0,2048.0,66,0
08094a6e-bb9a-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,48.0,2048.0,48,0
0f09f5c0-bb9a-11e8-b2b9-ac1f6b6435d0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,28.0,2048.0,28,0
1121cdf6-bb9a-11e8-b2b9-ac1f6b6435d0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,11.0,2048.0,11,0
11608cd0-bb9a-11e8-b2b9-ac1f6b6435d0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,13.0,2048.0,13,0
13896298-bb9a-11e8-b2b9-ac1f6b6435d0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,34.0,3072.0,34,0
13f7055a-bb9a-11e8-b2b9-ac1f6b6435d0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,12.0,2048.0,12,0
14350ae4-bb9a-11e8-b2b9-ac1f6b6435d0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,17.0,2048.0,17,0
15c7c81a-bb9a-11e8-b2b9-ac1f6b6435d0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,26.0,2048.0,26,0
170a080a-bb9a-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,13.0,2048.0,13,0
1842bab4-bb9a-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,20.0,2048.0,20,0
