Gene,Antibody id,Cell line,Location,Label,Gene name,Reliability,Main location,Additional location,Extracellular location,Enhanced,Supported,Approved,Uncertain,Single-cell variation intensity,Single-cell variation spatial,Cell cycle dependency,GO id,UniProt ID,SwissProt annotations,ID,Image_size,Cell_index,Cell_Label
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,2,7;13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,3,7;13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,4,7;13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,5,7;13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,6,13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,7,7;13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,8,13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_1,1728,9,13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_2,1728,1,13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_2,1728,2,7;13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_2,1728,3,13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_2,1728,4,13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_2,1728,5,13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_2,1728,6,7;13
ENSG00000026508,CAB000316,A-431,golgi apparatus;plasma membrane,7;13,CD44,Supported,Plasma membrane,Golgi apparatus,Predicted to be secreted,,Plasma membrane,Golgi apparatus,,Golgi apparatus;Plasma membrane,,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P16070,"Cell membrane {ECO:0000269|PubMed:22726066, ECO:0000269|PubMed:23589287}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P15379}. Note=Colocalizes with actin in membrane protrusions at wounding edges. Co-localizes with RDX, EZR and MSN in microvilli. Localizes to cholesterol-rich membrane-bound lipid raft domains. {ECO:0000250|UniProtKB:P15379, ECO:0000269|PubMed:23589287}.",204_H10_2,1728,7,13
ENSG00000039068,CAB028364,A-431,golgi apparatus;plasma membrane;cell junctions,7;13,CDH1,Supported,Cell Junctions;Plasma membrane,Golgi apparatus,,,Cell Junctions;Golgi apparatus;Plasma membrane,,,Plasma membrane,,,Cell Junctions (GO:0030054);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P12830,"Cell junction, adherens junction {ECO:0000269|PubMed:28169360}. Cell membrane {ECO:0000269|PubMed:19403558, ECO:0000269|PubMed:28301459}; Single-pass type I membrane protein. Endosome. Golgi apparatus, trans-Golgi network. Note=Colocalizes with DLGAP5 at sites of cell-cell contact in intestinal epithelial cells. Anchored to actin microfilaments through association with alpha-, beta- and gamma-catenin. Sequential proteolysis induced by apoptosis or calcium influx, results in translocation from sites of cell-cell contact to the cytoplasm. Colocalizes with RAB11A endosomes during its transport from the Golgi apparatus to the plasma membrane.",672_E7_1,2048,1,13
ENSG00000039068,CAB028364,A-431,golgi apparatus;plasma membrane;cell junctions,7;13,CDH1,Supported,Cell Junctions;Plasma membrane,Golgi apparatus,,,Cell Junctions;Golgi apparatus;Plasma membrane,,,Plasma membrane,,,Cell Junctions (GO:0030054);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P12830,"Cell junction, adherens junction {ECO:0000269|PubMed:28169360}. Cell membrane {ECO:0000269|PubMed:19403558, ECO:0000269|PubMed:28301459}; Single-pass type I membrane protein. Endosome. Golgi apparatus, trans-Golgi network. Note=Colocalizes with DLGAP5 at sites of cell-cell contact in intestinal epithelial cells. Anchored to actin microfilaments through association with alpha-, beta- and gamma-catenin. Sequential proteolysis induced by apoptosis or calcium influx, results in translocation from sites of cell-cell contact to the cytoplasm. Colocalizes with RAB11A endosomes during its transport from the Golgi apparatus to the plasma membrane.",672_E7_1,2048,2,13
ENSG00000039068,CAB028364,A-431,golgi apparatus;plasma membrane;cell junctions,7;13,CDH1,Supported,Cell Junctions;Plasma membrane,Golgi apparatus,,,Cell Junctions;Golgi apparatus;Plasma membrane,,,Plasma membrane,,,Cell Junctions (GO:0030054);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886),P12830,"Cell junction, adherens junction {ECO:0000269|PubMed:28169360}. Cell membrane {ECO:0000269|PubMed:19403558, ECO:0000269|PubMed:28301459}; Single-pass type I membrane protein. Endosome. Golgi apparatus, trans-Golgi network. Note=Colocalizes with DLGAP5 at sites of cell-cell contact in intestinal epithelial cells. Anchored to actin microfilaments through association with alpha-, beta- and gamma-catenin. Sequential proteolysis induced by apoptosis or calcium influx, results in translocation from sites of cell-cell contact to the cytoplasm. Colocalizes with RAB11A endosomes during its transport from the Golgi apparatus to the plasma membrane.",672_E7_1,2048,3,13
