ID,Label_idx,Cellline,in_trainset,Label,Nucleoplasm,Nuclear Membrane,Nucleoli,Nucleoli Fibrillar Center,Nuclear Speckles,Nuclear Bodies,Endoplasmic Reticulum,Golgi Apparatus,Intermediate Filaments,Actin Filaments,Microtubules,Mitotic Spindle,Centrosome,Plasma Membrane,Mitochondria,Aggresome,Cytosol,Vesicles,Negative,ImageWidth,Cell Counts,idx,fold
1919_B6_2,"Nucleoplasm,Vesicles",EFO-21,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,15,15,0
1919_B6_4,"Nucleoplasm,Vesicles",EFO-21,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,12,12,0
1772_F9_5,"Mitotic spindle,Cytosol",U-2 OS,FALSE,11|16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2048,9,9,0
1772_F9_7,"Mitotic spindle,Cytosol",U-2 OS,FALSE,11|16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2048,7,7,0
100_B11_1,"Nucleoplasm,Golgi apparatus,Cytosol",A-431,FALSE,0|7|16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1728,13,13,0
100_B11_2,"Nucleoplasm,Golgi apparatus,Cytosol",A-431,FALSE,0|7|16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1728,12,12,0
47_C8_1,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,9,9,0
47_C8_2,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,7,7,0
48_C8_1,"Nucleoplasm,Vesicles",A-431,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,8,8,0
48_C8_2,"Nucleoplasm,Vesicles",A-431,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,8,8,0
49_C8_1,"Nucleoplasm,Vesicles",U-251 MG,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,7,7,0
49_C8_2,"Nucleoplasm,Vesicles",U-251 MG,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,8,8,0
49_E8_1,"Nucleoplasm,Mitochondria",U-251 MG,FALSE,0|14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,6,6,0
49_E8_2,"Nucleoplasm,Mitochondria",U-251 MG,FALSE,0|14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1728,8,8,0
47_F8_1,"Nucleoplasm,Vesicles,Cytosol",U-2 OS,FALSE,0|16|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1728,7,7,0
47_F8_2,"Nucleoplasm,Vesicles,Cytosol",U-2 OS,FALSE,0|16|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1728,6,6,0
48_F8_1,"Nucleoplasm,Vesicles",A-431,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,9,9,0
48_F8_2,"Nucleoplasm,Vesicles",A-431,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,7,7,0
49_F8_1,"Nucleoplasm,Vesicles,Cytosol",U-251 MG,FALSE,0|16|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1728,10,10,0
49_F8_2,"Nucleoplasm,Vesicles,Cytosol",U-251 MG,FALSE,0|16|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1728,8,8,0
944_B10_2,"Nucleoplasm,Nucleoli fibrillar center",U-2 OS,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,8,8,0
944_B10_3,"Nucleoplasm,Nucleoli fibrillar center",U-2 OS,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,9,9,0
947_B10_1,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",A-431,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,7,7,0
952_B10_2,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",U-251 MG,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
990_B8_1,"Nucleoplasm,Cytosol",A549,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,7,7,0
990_B8_4,"Nucleoplasm,Cytosol",A549,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,8,8,0
992_E9_1,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,15,15,0
992_E9_2,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,19,19,0
931_C12_1,"Vesicles,Cytosol",U-2 OS,FALSE,16|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2048,10,10,0
931_C12_2,"Vesicles,Cytosol",U-2 OS,FALSE,16|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2048,13,13,0
970_H1_3,"Centriolar satellite,Cytosol",U-2 OS,FALSE,12|16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2048,10,10,0
970_H1_4,"Centriolar satellite,Cytosol",U-2 OS,FALSE,12|16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2048,11,11,0
921_G9_3,"Nucleoli,Cytosol",A-431,FALSE,2|16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
921_G9_5,"Nucleoli,Cytosol",A-431,FALSE,2|16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,9,9,0
923_G9_2,"Nucleoli,Cytosol",U-251 MG,FALSE,2|16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,18,18,0
923_G9_3,"Nucleoli,Cytosol",U-251 MG,FALSE,2|16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,23,23,0
931_G9_1,"Nucleoli,Cytosol",U-2 OS,FALSE,2|16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,15,15,0
931_G9_2,"Nucleoli,Cytosol",U-2 OS,FALSE,2|16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,15,15,0
954_H8_1,"Nucleoplasm,Nuclear membrane,Vesicles,Cytosol",U-2 OS,FALSE,0|1|16|17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2048,19,19,0
954_H8_2,"Nucleoplasm,Nuclear membrane,Vesicles,Cytosol",U-2 OS,FALSE,0|1|16|17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2048,18,18,0
954_A9_1,"Nuclear speckles,Cytosol",U-2 OS,FALSE,4|16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
954_A9_2,"Nuclear speckles,Cytosol",U-2 OS,FALSE,4|16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
990_C8_1,"Nuclear speckles,Cytosol",A549,FALSE,4|16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,8,8,0
921_A10_1,"Nucleoplasm,Cytosol",A-431,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,6,6,0
921_A10_2,"Nucleoplasm,Cytosol",A-431,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,7,7,0
923_A10_1,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
923_A10_2,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
209_B7_1,"Plasma membrane,Centriolar satellite",U-251 MG,FALSE,12|13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1728,5,5,0
209_B7_2,"Plasma membrane,Centriolar satellite",U-251 MG,FALSE,12|13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1728,10,10,0
169_F7_1,"Nucleoplasm,Nucleoli fibrillar center",U-251 MG,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,15,15,0
169_F7_2,"Nucleoplasm,Nucleoli fibrillar center",U-251 MG,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,15,15,0
170_F7_1,"Nucleoplasm,Nucleoli fibrillar center",A-431,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,7,7,0
170_F7_2,"Nucleoplasm,Nucleoli fibrillar center",A-431,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,12,12,0
171_F7_1,"Nucleoplasm,Nucleoli fibrillar center",U-2 OS,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,12,12,0
171_F7_2,"Nucleoplasm,Nucleoli fibrillar center",U-2 OS,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,12,12,0
921_C10_1,"Endoplasmic reticulum,Golgi apparatus",A-431,FALSE,6|7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2048,10,10,0
923_C10_1,"Endoplasmic reticulum,Golgi apparatus",U-251 MG,FALSE,6|7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2048,19,19,0
931_C10_4,"Endoplasmic reticulum,Golgi apparatus",U-2 OS,FALSE,6|7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
23_E5_1,"Nucleoplasm,Nucleoli",U-2 OS,FALSE,0|2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
23_E5_2,"Nucleoplasm,Nucleoli",U-2 OS,FALSE,0|2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,6,6,0
24_E5_1,"Nucleoplasm,Nucleoli",A-431,FALSE,0|2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,8,8,0
24_E5_2,"Nucleoplasm,Nucleoli",A-431,FALSE,0|2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,12,12,0
25_E5_1,"Nucleoplasm,Nucleoli",U-251 MG,FALSE,0|2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,9,9,0
25_E5_2,"Nucleoplasm,Nucleoli",U-251 MG,FALSE,0|2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,6,6,0
970_C2_1,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
970_C2_3,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
921_D10_1,"Nucleoplasm,Vesicles",A-431,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,10,10,0
921_D10_2,"Nucleoplasm,Vesicles",A-431,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,20,20,0
923_D10_1,"Nucleoplasm,Vesicles",U-251 MG,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,13,13,0
923_D10_2,"Nucleoplasm,Vesicles",U-251 MG,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,16,16,0
931_D10_3,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,15,15,0
931_D10_4,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,18,18,0
921_E10_3,"Nucleoplasm,Cytosol",A-431,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
923_E10_2,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,17,17,0
923_E10_3,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,15,15,0
931_E10_1,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
931_E10_2,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,15,15,0
921_F10_1,"Vesicles,Mitochondria",A-431,FALSE,14|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2048,12,12,0
921_F10_2,"Vesicles,Mitochondria",A-431,FALSE,14|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2048,13,13,0
931_F10_1,"Vesicles,Mitochondria",U-2 OS,FALSE,14|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2048,11,11,0
931_F10_2,"Vesicles,Mitochondria",U-2 OS,FALSE,14|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2048,10,10,0
171_H10_1,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,13,13,0
171_H10_2,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1728,10,10,0
921_G10_1,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",A-431,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
921_G10_2,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",A-431,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
923_G10_2,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",U-251 MG,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,16,16,0
931_G10_4,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",U-2 OS,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,14,14,0
931_G10_5,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",U-2 OS,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,16,16,0
923_C11_1,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,25,25,0
923_C11_3,"Nucleoplasm,Cytosol",U-251 MG,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,18,18,0
931_C11_1,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
931_C11_2,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
921_D11_1,"Plasma membrane,Cytosol",A-431,FALSE,13|16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,10,10,0
921_D11_2,"Plasma membrane,Cytosol",A-431,FALSE,13|16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,9,9,0
923_D11_1,"Plasma membrane,Cytosol",U-251 MG,FALSE,13|16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,15,15,0
931_D11_1,"Plasma membrane,Cytosol",U-2 OS,FALSE,13|16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,13,13,0
931_D11_2,"Plasma membrane,Cytosol",U-2 OS,FALSE,13|16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,19,19,0
1790_F2_6,"Nucleoplasm,Cytosol",hTCEpi,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,8,8,0
26_F2_1,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,6,6,0
26_F2_2,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,9,9,0
27_F2_1,"Nucleoplasm,Cytosol",A-431,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,8,8,0
27_F2_2,"Nucleoplasm,Cytosol",A-431,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1728,9,9,0
923_F11_8,"Nucleoplasm,Nucleoli fibrillar center",U-251 MG,FALSE,0|3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,12,12,0
931_F11_4,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",U-2 OS,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,14,14,0
931_F11_5,"Nucleoplasm,Nucleoli fibrillar center,Cytosol",U-2 OS,FALSE,0|3|16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,17,17,0
921_G11_1,"Nucleoplasm,Cytosol",A-431,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,13,13,0
921_G11_2,"Nucleoplasm,Cytosol",A-431,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,8,8,0
923_G11_1,"Nucleoplasm,Plasma membrane,Cytosol",U-251 MG,FALSE,0|13|16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,18,18,0
923_G11_2,"Nucleoplasm,Plasma membrane,Cytosol",U-251 MG,FALSE,0|13|16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,18,18,0
931_G11_1,"Nucleoplasm,Plasma membrane,Cytosol",U-2 OS,FALSE,0|13|16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,14,14,0
931_G11_2,"Nucleoplasm,Plasma membrane,Cytosol",U-2 OS,FALSE,0|13|16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,15,15,0
970_E2_1,"Endoplasmic reticulum,Cytosol",U-2 OS,FALSE,6|16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
970_E2_2,"Endoplasmic reticulum,Cytosol",U-2 OS,FALSE,6|16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2048,11,11,0
209_H1_1,"Golgi apparatus,Plasma membrane",U-251 MG,FALSE,7|13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1728,8,8,0
209_H1_2,"Golgi apparatus,Plasma membrane",U-251 MG,FALSE,7|13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1728,9,9,0
954_C9_1,"Nucleoli,Plasma membrane,Cytosol",U-2 OS,FALSE,2|13|16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,13,13,0
954_C9_2,"Nucleoli,Plasma membrane,Cytosol",U-2 OS,FALSE,2|13|16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2048,12,12,0
956_C9_5,"Nucleoli fibrillar center,Cytosol",A-431,FALSE,3|16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,8,8,0
956_C9_7,"Nucleoli fibrillar center,Cytosol",A-431,FALSE,3|16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,9,9,0
932_B1_2,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,10,10,0
932_B1_3,"Nucleoplasm,Vesicles",U-2 OS,FALSE,0|17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2048,13,13,0
971_B1_1,"Vesicles,Cytosol",A-431,FALSE,16|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2048,11,11,0
971_B1_2,"Vesicles,Cytosol",A-431,FALSE,16|17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2048,8,8,0
993_A3_1,"Nuclear bodies,Cytosol",U-2 OS,FALSE,5|16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,8,8,0
993_A3_2,"Nuclear bodies,Cytosol",U-2 OS,FALSE,5|16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,7,7,0
116_H4_1,"Plasma membrane,Cytosol",A-431,FALSE,13|16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1728,8,8,0
116_H4_2,"Plasma membrane,Cytosol",A-431,FALSE,13|16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1728,6,6,0
970_F2_1,"Nucleoplasm,Nucleoli,Cytosol",U-2 OS,FALSE,0|2|16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
970_F2_2,"Nucleoplasm,Nucleoli,Cytosol",U-2 OS,FALSE,0|2|16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,14,14,0
954_D9_1,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,10,10,0
954_D9_2,"Nucleoplasm,Cytosol",U-2 OS,FALSE,0|16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2048,12,12,0
